(New) Chromatin State	(Old) Chromatin State
Heterochromatin	Quiescent_Low
Repressed_PolyComb	Heterochromatin
Strong_transcription	ZNF_genes_and_repeats
Weak_transcription	Weak_Repressed_PolyComb
Active_TSS	Repressed_PolyComb
ZNF_genes_and_repeats	Flanking_Bivalent_TSS_Enh
Genic_enhancers	Bivalent_Poised_TSS
Enhancers	Transcr_at_gene_5_and_3
Weak_Repressed_PolyComb	Bivalent_Enhancer
Transcr_at_gene_5_and_3	Active_TSS
Flanking_Active_TSS	Weak_transcription
Bivalent_Poised_TSS	Genic_enhancers
Bivalent_Enhancer	Enhancers
Flanking_Bivalent_TSS_Enh	Flanking_Active_TSS
Quiescent_Low	Strong_transcription
