(New) Chromatin State	(Old) Chromatin State
Flanking_Active_TSS	Enhancers
Enhancers	Flanking_Active_TSS
Transcr_at_gene_5_and_3	Weak_transcription
Genic_enhancers	Transcr_at_gene_5_and_3
Bivalent_Enhancer	Genic_enhancers
ZNF_genes_and_repeats	Active_TSS
Flanking_Bivalent_TSS_Enh	Bivalent_Enhancer
Bivalent_Poised_TSS	Flanking_Bivalent_TSS_Enh
Active_TSS	Bivalent_Poised_TSS
Repressed_PolyComb	Repressed_PolyComb
Heterochromatin	Weak_Repressed_PolyComb
Strong_transcription	ZNF_genes_and_repeats
Weak_transcription	Strong_transcription
Weak_Repressed_PolyComb	Quiescent_Low
Quiescent_Low	Heterochromatin
