(New) Chromatin State	(Old) Chromatin State
Flanking_Bivalent_TSS_Enh	Flanking_Bivalent_TSS_Enh
Bivalent_Enhancer	Bivalent_Poised_TSS
Flanking_Active_TSS	Bivalent_Enhancer
Bivalent_Poised_TSS	Active_TSS
Transcr_at_gene_5_and_3	Repressed_PolyComb
Genic_enhancers	Flanking_Active_TSS
Enhancers	ZNF_genes_and_repeats
ZNF_genes_and_repeats	Enhancers
Active_TSS	Transcr_at_gene_5_and_3
Repressed_PolyComb	Weak_Repressed_PolyComb
Heterochromatin	Heterochromatin
Strong_transcription	Genic_enhancers
Weak_transcription	Strong_transcription
Weak_Repressed_PolyComb	Weak_transcription
Quiescent_Low	Quiescent_Low
