(New) Chromatin State	(Old) Chromatin State
Flanking_Active_TSS	Bivalent_Enhancer
Bivalent_Enhancer	Repressed_PolyComb
Transcr_at_gene_5_and_3	Flanking_Bivalent_TSS_Enh
Genic_enhancers	Bivalent_Poised_TSS
ZNF_genes_and_repeats	Flanking_Active_TSS
Flanking_Bivalent_TSS_Enh	Weak_Repressed_PolyComb
Enhancers	Enhancers
Bivalent_Poised_TSS	Active_TSS
Active_TSS	Transcr_at_gene_5_and_3
Repressed_PolyComb	Genic_enhancers
Heterochromatin	Weak_transcription
Strong_transcription	ZNF_genes_and_repeats
Weak_transcription	Heterochromatin
Weak_Repressed_PolyComb	Strong_transcription
Quiescent_Low	Quiescent_Low
