(New) Chromatin State	(Old) Chromatin State
ZNF_genes_and_repeats	ZNF_genes_and_repeats
Enhancers	Heterochromatin
Genic_enhancers	Weak_transcription
Heterochromatin	Strong_transcription
Repressed_PolyComb	Flanking_Bivalent_TSS_Enh
Transcr_at_gene_5_and_3	Transcr_at_gene_5_and_3
Strong_transcription	Bivalent_Poised_TSS
Active_TSS	Genic_enhancers
Flanking_Active_TSS	Bivalent_Enhancer
Weak_transcription	Repressed_PolyComb
Bivalent_Enhancer	Active_TSS
Bivalent_Poised_TSS	Flanking_Active_TSS
Weak_Repressed_PolyComb	Weak_Repressed_PolyComb
Flanking_Bivalent_TSS_Enh	Enhancers
Quiescent_Low	Quiescent_Low
