(New) Chromatin State	(Old) Chromatin State
Weak_transcription	Weak_transcription
Strong_transcription	Strong_transcription
Weak_Repressed_PolyComb	Enhancers
Heterochromatin	ZNF_genes_and_repeats
Repressed_PolyComb	Genic_enhancers
ZNF_genes_and_repeats	Flanking_Active_TSS
Genic_enhancers	Transcr_at_gene_5_and_3
Enhancers	Active_TSS
Active_TSS	Bivalent_Enhancer
Transcr_at_gene_5_and_3	Repressed_PolyComb
Flanking_Active_TSS	Flanking_Bivalent_TSS_Enh
Bivalent_Poised_TSS	Quiescent_Low
Bivalent_Enhancer	Bivalent_Poised_TSS
Flanking_Bivalent_TSS_Enh	Weak_Repressed_PolyComb
Quiescent_Low	Heterochromatin
