(New) Chromatin State	(Old) Chromatin State
Flanking_Active_TSS	Active_TSS
Bivalent_Enhancer	Flanking_Active_TSS
Transcr_at_gene_5_and_3	Transcr_at_gene_5_and_3
Flanking_Bivalent_TSS_Enh	Flanking_Bivalent_TSS_Enh
Bivalent_Poised_TSS	Bivalent_Poised_TSS
ZNF_genes_and_repeats	Enhancers
Genic_enhancers	Bivalent_Enhancer
Enhancers	Genic_enhancers
Active_TSS	Repressed_PolyComb
Repressed_PolyComb	Weak_transcription
Heterochromatin	ZNF_genes_and_repeats
Strong_transcription	Weak_Repressed_PolyComb
Weak_transcription	Strong_transcription
Weak_Repressed_PolyComb	Quiescent_Low
Quiescent_Low	Heterochromatin
