(New) Chromatin State	(Old) Chromatin State
Bivalent_Enhancer	Active_TSS
Flanking_Active_TSS	Flanking_Active_TSS
Flanking_Bivalent_TSS_Enh	Flanking_Bivalent_TSS_Enh
Bivalent_Poised_TSS	Bivalent_Poised_TSS
Transcr_at_gene_5_and_3	Transcr_at_gene_5_and_3
Genic_enhancers	Bivalent_Enhancer
Enhancers	Repressed_PolyComb
ZNF_genes_and_repeats	Enhancers
Active_TSS	Genic_enhancers
Repressed_PolyComb	Weak_Repressed_PolyComb
Heterochromatin	ZNF_genes_and_repeats
Strong_transcription	Weak_transcription
Weak_transcription	Strong_transcription
Weak_Repressed_PolyComb	Heterochromatin
Quiescent_Low	Quiescent_Low
