(New) Chromatin State	(Old) Chromatin State
Genic_enhancers	Genic_enhancers
Transcr_at_gene_5_and_3	Transcr_at_gene_5_and_3
Enhancers	Strong_transcription
ZNF_genes_and_repeats	Weak_transcription
Flanking_Active_TSS	Enhancers
Active_TSS	Flanking_Active_TSS
Repressed_PolyComb	Bivalent_Enhancer
Bivalent_Enhancer	Active_TSS
Bivalent_Poised_TSS	Repressed_PolyComb
Flanking_Bivalent_TSS_Enh	ZNF_genes_and_repeats
Heterochromatin	Flanking_Bivalent_TSS_Enh
Strong_transcription	Bivalent_Poised_TSS
Weak_transcription	Weak_Repressed_PolyComb
Weak_Repressed_PolyComb	Heterochromatin
Quiescent_Low	Quiescent_Low
