(New) Chromatin State	(Old) Chromatin State
Flanking_Active_TSS	Active_TSS
Flanking_Bivalent_TSS_Enh	Flanking_Active_TSS
Bivalent_Enhancer	Flanking_Bivalent_TSS_Enh
Bivalent_Poised_TSS	Bivalent_Poised_TSS
Transcr_at_gene_5_and_3	Transcr_at_gene_5_and_3
Genic_enhancers	Bivalent_Enhancer
Enhancers	Enhancers
ZNF_genes_and_repeats	Repressed_PolyComb
Active_TSS	Genic_enhancers
Repressed_PolyComb	ZNF_genes_and_repeats
Heterochromatin	Weak_transcription
Strong_transcription	Weak_Repressed_PolyComb
Weak_transcription	Heterochromatin
Weak_Repressed_PolyComb	Strong_transcription
Quiescent_Low	Quiescent_Low
