(New) Chromatin State	(Old) Chromatin State
Enhancers	Enhancers
Flanking_Active_TSS	Flanking_Active_TSS
Transcr_at_gene_5_and_3	Weak_transcription
ZNF_genes_and_repeats	Bivalent_Enhancer
Genic_enhancers	Genic_enhancers
Bivalent_Enhancer	Repressed_PolyComb
Active_TSS	Active_TSS
Bivalent_Poised_TSS	Weak_Repressed_PolyComb
Flanking_Bivalent_TSS_Enh	Flanking_Bivalent_TSS_Enh
Repressed_PolyComb	Transcr_at_gene_5_and_3
Heterochromatin	Bivalent_Poised_TSS
Strong_transcription	Quiescent_Low
Weak_transcription	ZNF_genes_and_repeats
Weak_Repressed_PolyComb	Strong_transcription
Quiescent_Low	Heterochromatin
