(New) Chromatin State	(Old) Chromatin State
Heterochromatin	ZNF_genes_and_repeats
Repressed_PolyComb	Heterochromatin
Strong_transcription	Quiescent_Low
ZNF_genes_and_repeats	Weak_Repressed_PolyComb
Weak_transcription	Repressed_PolyComb
Genic_enhancers	Flanking_Bivalent_TSS_Enh
Enhancers	Bivalent_Poised_TSS
Active_TSS	Bivalent_Enhancer
Transcr_at_gene_5_and_3	Transcr_at_gene_5_and_3
Weak_Repressed_PolyComb	Active_TSS
Flanking_Active_TSS	Genic_enhancers
Bivalent_Poised_TSS	Flanking_Active_TSS
Bivalent_Enhancer	Weak_transcription
Flanking_Bivalent_TSS_Enh	Enhancers
Quiescent_Low	Strong_transcription
