(New) Chromatin State	(Old) Chromatin State
Weak_transcription	Strong_transcription
Strong_transcription	Weak_transcription
Weak_Repressed_PolyComb	Enhancers
Heterochromatin	Genic_enhancers
Repressed_PolyComb	ZNF_genes_and_repeats
ZNF_genes_and_repeats	Transcr_at_gene_5_and_3
Genic_enhancers	Flanking_Active_TSS
Enhancers	Active_TSS
Active_TSS	Quiescent_Low
Transcr_at_gene_5_and_3	Bivalent_Enhancer
Flanking_Active_TSS	Repressed_PolyComb
Bivalent_Poised_TSS	Weak_Repressed_PolyComb
Bivalent_Enhancer	Bivalent_Poised_TSS
Flanking_Bivalent_TSS_Enh	Flanking_Bivalent_TSS_Enh
Quiescent_Low	Heterochromatin
