(New) Chromatin State	(Old) Chromatin State
Genic_enhancers	Genic_enhancers
Enhancers	Transcr_at_gene_5_and_3
Transcr_at_gene_5_and_3	Strong_transcription
ZNF_genes_and_repeats	Weak_transcription
Flanking_Active_TSS	Enhancers
Repressed_PolyComb	Flanking_Active_TSS
Active_TSS	Bivalent_Enhancer
Heterochromatin	Active_TSS
Bivalent_Enhancer	ZNF_genes_and_repeats
Bivalent_Poised_TSS	Flanking_Bivalent_TSS_Enh
Strong_transcription	Repressed_PolyComb
Flanking_Bivalent_TSS_Enh	Bivalent_Poised_TSS
Weak_transcription	Weak_Repressed_PolyComb
Weak_Repressed_PolyComb	Heterochromatin
Quiescent_Low	Quiescent_Low
