(New) Chromatin State	(Old) Chromatin State
Enhancers	Enhancers
Transcr_at_gene_5_and_3	Flanking_Active_TSS
ZNF_genes_and_repeats	Weak_transcription
Genic_enhancers	Genic_enhancers
Flanking_Active_TSS	Transcr_at_gene_5_and_3
Bivalent_Enhancer	Active_TSS
Active_TSS	Bivalent_Enhancer
Repressed_PolyComb	Weak_Repressed_PolyComb
Bivalent_Poised_TSS	Repressed_PolyComb
Flanking_Bivalent_TSS_Enh	Flanking_Bivalent_TSS_Enh
Heterochromatin	Bivalent_Poised_TSS
Strong_transcription	Quiescent_Low
Weak_transcription	ZNF_genes_and_repeats
Weak_Repressed_PolyComb	Strong_transcription
Quiescent_Low	Heterochromatin
