(New) Chromatin State	(Old) Chromatin State
Repressed_PolyComb	Repressed_PolyComb
Strong_transcription	Bivalent_Poised_TSS
Heterochromatin	Bivalent_Enhancer
Active_TSS	Flanking_Bivalent_TSS_Enh
Genic_enhancers	Weak_Repressed_PolyComb
ZNF_genes_and_repeats	Flanking_Active_TSS
Weak_transcription	Active_TSS
Enhancers	Enhancers
Transcr_at_gene_5_and_3	Transcr_at_gene_5_and_3
Weak_Repressed_PolyComb	Genic_enhancers
Bivalent_Poised_TSS	ZNF_genes_and_repeats
Flanking_Active_TSS	Weak_transcription
Bivalent_Enhancer	Heterochromatin
Flanking_Bivalent_TSS_Enh	Strong_transcription
Quiescent_Low	Quiescent_Low
