(New) Chromatin State	(Old) Chromatin State
Active_TSS	Active_TSS
Bivalent_Poised_TSS	Flanking_Active_TSS
Transcr_at_gene_5_and_3	Bivalent_Poised_TSS
Flanking_Bivalent_TSS_Enh	Flanking_Bivalent_TSS_Enh
Bivalent_Enhancer	Transcr_at_gene_5_and_3
Genic_enhancers	Bivalent_Enhancer
Repressed_PolyComb	Enhancers
Flanking_Active_TSS	Repressed_PolyComb
Enhancers	ZNF_genes_and_repeats
ZNF_genes_and_repeats	Genic_enhancers
Strong_transcription	Weak_transcription
Heterochromatin	Weak_Repressed_PolyComb
Weak_transcription	Heterochromatin
Weak_Repressed_PolyComb	Strong_transcription
Quiescent_Low	Quiescent_Low
