(New) Chromatin State	(Old) Chromatin State
Weak_Repressed_PolyComb	Weak_Repressed_PolyComb
Weak_transcription	Repressed_PolyComb
Strong_transcription	Bivalent_Enhancer
Heterochromatin	Quiescent_Low
Repressed_PolyComb	Bivalent_Poised_TSS
ZNF_genes_and_repeats	Flanking_Bivalent_TSS_Enh
Quiescent_Low	Enhancers
Genic_enhancers	Weak_transcription
Enhancers	Flanking_Active_TSS
Active_TSS	Active_TSS
Transcr_at_gene_5_and_3	Heterochromatin
Flanking_Active_TSS	ZNF_genes_and_repeats
Bivalent_Poised_TSS	Transcr_at_gene_5_and_3
Bivalent_Enhancer	Genic_enhancers
Flanking_Bivalent_TSS_Enh	Strong_transcription
