(New) Chromatin State	(Old) Chromatin State
Flanking_Active_TSS	Active_TSS
Transcr_at_gene_5_and_3	Flanking_Active_TSS
Enhancers	Enhancers
Genic_enhancers	Transcr_at_gene_5_and_3
Bivalent_Enhancer	Flanking_Bivalent_TSS_Enh
ZNF_genes_and_repeats	Bivalent_Poised_TSS
Bivalent_Poised_TSS	Bivalent_Enhancer
Active_TSS	Genic_enhancers
Flanking_Bivalent_TSS_Enh	Weak_transcription
Repressed_PolyComb	Repressed_PolyComb
Heterochromatin	Weak_Repressed_PolyComb
Strong_transcription	ZNF_genes_and_repeats
Weak_transcription	Quiescent_Low
Weak_Repressed_PolyComb	Strong_transcription
Quiescent_Low	Heterochromatin
