(New) Chromatin State	(Old) Chromatin State
Quiescent_Low	Heterochromatin
Weak_Repressed_PolyComb	Quiescent_Low
Weak_transcription	Strong_transcription
Strong_transcription	Weak_transcription
Heterochromatin	Flanking_Active_TSS
ZNF_genes_and_repeats	Enhancers
Enhancers	Active_TSS
Repressed_PolyComb	Repressed_PolyComb
Genic_enhancers	Weak_Repressed_PolyComb
Transcr_at_gene_5_and_3	ZNF_genes_and_repeats
Flanking_Active_TSS	Bivalent_Enhancer
Active_TSS	Genic_enhancers
Bivalent_Enhancer	Bivalent_Poised_TSS
Bivalent_Poised_TSS	Transcr_at_gene_5_and_3
Flanking_Bivalent_TSS_Enh	Flanking_Bivalent_TSS_Enh
