(New) Chromatin State	(Old) Chromatin State
Flanking_Active_TSS	Active_TSS
Bivalent_Enhancer	Flanking_Active_TSS
Transcr_at_gene_5_and_3	Transcr_at_gene_5_and_3
Genic_enhancers	Flanking_Bivalent_TSS_Enh
ZNF_genes_and_repeats	Enhancers
Enhancers	Bivalent_Poised_TSS
Flanking_Bivalent_TSS_Enh	Bivalent_Enhancer
Bivalent_Poised_TSS	Genic_enhancers
Active_TSS	Repressed_PolyComb
Repressed_PolyComb	Weak_transcription
Heterochromatin	Weak_Repressed_PolyComb
Strong_transcription	ZNF_genes_and_repeats
Weak_transcription	Quiescent_Low
Weak_Repressed_PolyComb	Strong_transcription
Quiescent_Low	Heterochromatin
