(New) Chromatin State	(Old) Chromatin State
Weak_Repressed_PolyComb	Weak_Repressed_PolyComb
Weak_transcription	Repressed_PolyComb
Strong_transcription	Bivalent_Enhancer
Heterochromatin	Enhancers
Repressed_PolyComb	Flanking_Active_TSS
ZNF_genes_and_repeats	Active_TSS
Genic_enhancers	Bivalent_Poised_TSS
Active_TSS	Flanking_Bivalent_TSS_Enh
Enhancers	Weak_transcription
Quiescent_Low	Transcr_at_gene_5_and_3
Transcr_at_gene_5_and_3	Genic_enhancers
Flanking_Active_TSS	Heterochromatin
Bivalent_Poised_TSS	ZNF_genes_and_repeats
Bivalent_Enhancer	Quiescent_Low
Flanking_Bivalent_TSS_Enh	Strong_transcription
