(New) Chromatin State	(Old) Chromatin State
Bivalent_Poised_TSS	Bivalent_Poised_TSS
Active_TSS	Flanking_Bivalent_TSS_Enh
Transcr_at_gene_5_and_3	Bivalent_Enhancer
Genic_enhancers	Repressed_PolyComb
Repressed_PolyComb	Active_TSS
Flanking_Bivalent_TSS_Enh	Flanking_Active_TSS
Bivalent_Enhancer	Enhancers
Enhancers	Transcr_at_gene_5_and_3
ZNF_genes_and_repeats	Weak_Repressed_PolyComb
Flanking_Active_TSS	ZNF_genes_and_repeats
Strong_transcription	Genic_enhancers
Heterochromatin	Weak_transcription
Weak_transcription	Heterochromatin
Weak_Repressed_PolyComb	Strong_transcription
Quiescent_Low	Quiescent_Low
