(New) Chromatin State	(Old) Chromatin State
Enhancers	Enhancers
Genic_enhancers	Flanking_Active_TSS
Transcr_at_gene_5_and_3	Weak_transcription
ZNF_genes_and_repeats	Transcr_at_gene_5_and_3
Flanking_Active_TSS	Genic_enhancers
Repressed_PolyComb	Active_TSS
Active_TSS	Bivalent_Enhancer
Heterochromatin	Flanking_Bivalent_TSS_Enh
Bivalent_Enhancer	Repressed_PolyComb
Bivalent_Poised_TSS	Bivalent_Poised_TSS
Strong_transcription	Weak_Repressed_PolyComb
Flanking_Bivalent_TSS_Enh	Strong_transcription
Weak_transcription	Quiescent_Low
Weak_Repressed_PolyComb	ZNF_genes_and_repeats
Quiescent_Low	Heterochromatin
