(New) Chromatin State	(Old) Chromatin State
Quiescent_Low	Heterochromatin
Weak_Repressed_PolyComb	Active_TSS
Weak_transcription	Quiescent_Low
Strong_transcription	Strong_transcription
ZNF_genes_and_repeats	Flanking_Active_TSS
Heterochromatin	Enhancers
Enhancers	Weak_transcription
Genic_enhancers	Genic_enhancers
Repressed_PolyComb	Repressed_PolyComb
Transcr_at_gene_5_and_3	Weak_Repressed_PolyComb
Flanking_Active_TSS	Bivalent_Enhancer
Active_TSS	ZNF_genes_and_repeats
Bivalent_Enhancer	Bivalent_Poised_TSS
Bivalent_Poised_TSS	Flanking_Bivalent_TSS_Enh
Flanking_Bivalent_TSS_Enh	Transcr_at_gene_5_and_3
