(New) Chromatin State	(Old) Chromatin State
Bivalent_Enhancer	Flanking_Bivalent_TSS_Enh
Bivalent_Poised_TSS	Bivalent_Enhancer
Transcr_at_gene_5_and_3	Bivalent_Poised_TSS
Flanking_Active_TSS	Repressed_PolyComb
Flanking_Bivalent_TSS_Enh	Flanking_Active_TSS
Genic_enhancers	Active_TSS
ZNF_genes_and_repeats	Enhancers
Enhancers	Weak_Repressed_PolyComb
Active_TSS	Transcr_at_gene_5_and_3
Repressed_PolyComb	Genic_enhancers
Heterochromatin	ZNF_genes_and_repeats
Strong_transcription	Weak_transcription
Weak_transcription	Heterochromatin
Weak_Repressed_PolyComb	Strong_transcription
Quiescent_Low	Quiescent_Low
