(New) Chromatin State	(Old) Chromatin State
Weak_Repressed_PolyComb	Weak_Repressed_PolyComb
Weak_transcription	Repressed_PolyComb
Strong_transcription	Bivalent_Enhancer
Heterochromatin	Bivalent_Poised_TSS
Repressed_PolyComb	Flanking_Bivalent_TSS_Enh
Quiescent_Low	Quiescent_Low
ZNF_genes_and_repeats	Active_TSS
Active_TSS	Enhancers
Genic_enhancers	Flanking_Active_TSS
Enhancers	Transcr_at_gene_5_and_3
Transcr_at_gene_5_and_3	Heterochromatin
Flanking_Active_TSS	ZNF_genes_and_repeats
Bivalent_Poised_TSS	Weak_transcription
Bivalent_Enhancer	Genic_enhancers
Flanking_Bivalent_TSS_Enh	Strong_transcription
